season,match_name,fullName,runs,strikeRate
2023,GT v CSK,Devon Conway,1,16.66
2023,GT v CSK,Ruturaj Gaikwad,92,184
2023,GT v CSK,Moeen Ali,23,135.29
2023,GT v CSK,Ben Stokes,7,116.66
2023,GT v CSK,Ambati Rayudu,12,100
2023,GT v CSK,Shivam Dube,19,105.55
2023,GT v CSK,Ravindra Jadeja,1,50
2023,GT v CSK,MS Dhoni,14,200
2023,GT v CSK,Mitchell Santner,1,33.33
2023,GT v CSK,Wriddhiman Saha,25,156.25
2023,GT v CSK,Shubman Gill,63,175
2023,GT v CSK,Sai Sudharsan,22,129.41
2023,GT v CSK,Hardik Pandya,8,72.72
2023,GT v CSK,Vijay Shankar,27,128.57
2023,GT v CSK,Rahul Tewatia,15,107.14
2023,GT v CSK,Rashid Khan,10,333.33
2023,PBKS v KKR,Prabhsimran Singh,23,191.66
2023,PBKS v KKR,Shikhar Dhawan,40,137.93
2023,PBKS v KKR,Bhanuka Rajapaksa,50,156.25
2023,PBKS v KKR,Jitesh Sharma,21,190.9
2023,PBKS v KKR,Sikandar Raza,16,123.07
2023,PBKS v KKR,Sam Curran,26,152.94
2023,PBKS v KKR,M Shahrukh Khan,11,157.14
2023,PBKS v KKR,Mandeep Singh,2,50
2023,PBKS v KKR,Rahmanullah Gurbaz,22,137.5
2023,PBKS v KKR,Anukul Roy,4,80
2023,PBKS v KKR,Venkatesh Iyer,34,121.42
2023,PBKS v KKR,Nitish Rana,24,141.17
2023,PBKS v KKR,Rinku Singh,4,100
2023,PBKS v KKR,Andre Russell,35,184.21
2023,PBKS v KKR,Shardul Thakur,8,266.66
2023,PBKS v KKR,Sunil Narine,7,350
2023,LSG v DC,KL Rahul,8,66.66
2023,LSG v DC,Kyle Mayers,73,192.1
2023,LSG v DC,Deepak Hooda,17,94.44
2023,LSG v DC,Krunal Pandya,15,115.38
2023,LSG v DC,Marcus Stoinis,12,120
2023,LSG v DC,Nicholas Pooran,36,171.42
2023,LSG v DC,Ayush Badoni,18,257.14
2023,LSG v DC,Krishnappa Gowtham,6,600
2023,LSG v DC,Prithvi Shaw,12,133.33
2023,LSG v DC,David Warner,56,116.66
2023,LSG v DC,Mitchell Marsh,0,0
2023,LSG v DC,Sarfaraz Khan,4,44.44
2023,LSG v DC,Rilee Rossouw,30,150
2023,LSG v DC,Rovman Powell,1,33.33
2023,LSG v DC,Aman Hakim Khan,4,80
2023,LSG v DC,Axar Patel,16,145.45
2023,LSG v DC,Kuldeep Yadav,6,60
2023,LSG v DC,Chetan Sakariya,4,100
2023,LSG v DC,Mukesh Kumar,0,0
2023,SRH v RR,Yashasvi Jaiswal,54,145.94
2023,SRH v RR,Jos Buttler,54,245.45
2023,SRH v RR,Sanju Samson,55,171.87
2023,SRH v RR,Devdutt Padikkal,2,40
2023,SRH v RR,Riyan Parag,7,116.66
2023,SRH v RR,Shimron Hetmyer,22,137.5
2023,SRH v RR,Ravichandran Ashwin,1,50
2023,SRH v RR,Abhishek Sharma,0,0
2023,SRH v RR,Mayank Agarwal,27,117.39
2023,SRH v RR,Rahul Tripathi,0,0
2023,SRH v RR,Harry Brook,13,61.9
2023,SRH v RR,Washington Sundar,1,20
2023,SRH v RR,Glenn Phillips,8,133.33
2023,SRH v RR,Abdul Samad,32,100
2023,SRH v RR,Adil Rashid,18,138.46
2023,SRH v RR,Bhuvneshwar Kumar,6,60
2023,SRH v RR,Umran Malik,19,237.5
2023,RCB v MI,Rohit Sharma,1,10
2023,RCB v MI,Ishan Kishan,10,76.92
2023,RCB v MI,Cameron Green,5,125
2023,RCB v MI,Suryakumar Yadav,15,93.75
2023,RCB v MI,Tilak Varma,84,182.6
2023,RCB v MI,Nehal Wadhera,21,161.53
2023,RCB v MI,Tim David,4,57.14
2023,RCB v MI,Hrithik Shokeen,5,166.66
2023,RCB v MI,Arshad Khan,15,166.66
2023,RCB v MI,Virat Kohli,82,167.34
2023,RCB v MI,Faf du Plessis,73,169.76
2023,RCB v MI,Dinesh Karthik,0,0
2023,RCB v MI,Glenn Maxwell,12,400
2023,CSK v LSG,Ruturaj Gaikwad,57,183.87
2023,CSK v LSG,Devon Conway,47,162.06
2023,CSK v LSG,Shivam Dube,27,168.75
2023,CSK v LSG,Moeen Ali,19,146.15
2023,CSK v LSG,Ben Stokes,8,100
2023,CSK v LSG,Ambati Rayudu,27,192.85
2023,CSK v LSG,Ravindra Jadeja,3,50
2023,CSK v LSG,MS Dhoni,12,400
2023,CSK v LSG,Mitchell Santner,1,100
2023,CSK v LSG,KL Rahul,20,111.11
2023,CSK v LSG,Kyle Mayers,53,240.9
2023,CSK v LSG,Deepak Hooda,2,33.33
2023,CSK v LSG,Krunal Pandya,9,100
2023,CSK v LSG,Marcus Stoinis,21,116.66
2023,CSK v LSG,Nicholas Pooran,32,177.77
2023,CSK v LSG,Ayush Badoni,23,127.77
2023,CSK v LSG,Krishnappa Gowtham,17,154.54
2023,CSK v LSG,Mark Wood,10,333.33
2023,DC v GT,David Warner,37,115.62
2023,DC v GT,Prithvi Shaw,7,140
2023,DC v GT,Mitchell Marsh,4,100
2023,DC v GT,Sarfaraz Khan,30,88.23
2023,DC v GT,Rilee Rossouw,0,0
2023,DC v GT,Abishek Porel,20,181.81
2023,DC v GT,Axar Patel,36,163.63
2023,DC v GT,Aman Hakim Khan,8,100
2023,DC v GT,Kuldeep Yadav,1,100
2023,DC v GT,Anrich Nortje,4,200
2023,DC v GT,Wriddhiman Saha,14,200
2023,DC v GT,Shubman Gill,14,107.69
2023,DC v GT,Sai Sudharsan,62,129.16
2023,DC v GT,Hardik Pandya,5,125
2023,DC v GT,Vijay Shankar,29,126.08
2023,DC v GT,David Miller,31,193.75
2023,RR v PBKS,Prabhsimran Singh,60,176.47
2023,RR v PBKS,Shikhar Dhawan,86,153.57
2023,RR v PBKS,Bhanuka Rajapaksa,1,100
2023,RR v PBKS,Jitesh Sharma,27,168.75
2023,RR v PBKS,Sikandar Raza,1,50
2023,RR v PBKS,M Shahrukh Khan,11,110
2023,RR v PBKS,Sam Curran,1,50
2023,RR v PBKS,Yashasvi Jaiswal,11,137.5
2023,RR v PBKS,Ravichandran Ashwin,0,0
2023,RR v PBKS,Jos Buttler,19,172.72
2023,RR v PBKS,Sanju Samson,42,168
2023,RR v PBKS,Devdutt Padikkal,21,80.76
2023,RR v PBKS,Riyan Parag,20,166.66
2023,RR v PBKS,Shimron Hetmyer,36,200
2023,RR v PBKS,Dhruv Jurel,32,213.33
2023,RR v PBKS,Jason Holder,1,100
2023,KKR v RCB,Rahmanullah Gurbaz,57,129.54
2023,KKR v RCB,Venkatesh Iyer,3,42.85
2023,KKR v RCB,Mandeep Singh,0,0
2023,KKR v RCB,Nitish Rana,1,20
2023,KKR v RCB,Rinku Singh,46,139.39
2023,KKR v RCB,Andre Russell,0,0
2023,KKR v RCB,Shardul Thakur,68,234.48
2023,KKR v RCB,Sunil Narine,0,0
2023,KKR v RCB,Umesh Yadav,6,300
2023,KKR v RCB,Virat Kohli,21,116.66
2023,KKR v RCB,Faf du Plessis,23,191.66
2023,KKR v RCB,Michael Bracewell,19,105.55
2023,KKR v RCB,Glenn Maxwell,5,71.42
2023,KKR v RCB,Harshal Patel,0,0
2023,KKR v RCB,Shahbaz Ahmed,1,20
2023,KKR v RCB,Dinesh Karthik,9,112.5
2023,KKR v RCB,Anuj Rawat,1,20
2023,KKR v RCB,David Willey,20,100
2023,KKR v RCB,Karn Sharma,1,33.33
2023,KKR v RCB,Akash Deep,17,212.5
2023,LSG v SRH,Anmolpreet Singh,31,119.23
2023,LSG v SRH,Mayank Agarwal,8,114.28
2023,LSG v SRH,Rahul Tripathi,34,82.92
2023,LSG v SRH,Aiden Markram,0,0
2023,LSG v SRH,Harry Brook,3,75
2023,LSG v SRH,Washington Sundar,16,57.14
2023,LSG v SRH,Abdul Samad,21,210
2023,LSG v SRH,Adil Rashid,4,133.33
2023,LSG v SRH,Umran Malik,0,0
2023,LSG v SRH,Bhuvneshwar Kumar,0,0
2023,LSG v SRH,Kyle Mayers,13,92.85
2023,LSG v SRH,KL Rahul,35,112.9
2023,LSG v SRH,Deepak Hooda,7,87.5
2023,LSG v SRH,Krunal Pandya,34,147.82
2023,LSG v SRH,Marcus Stoinis,10,76.92
2023,LSG v SRH,Romario Shepherd,0,0
2023,LSG v SRH,Nicholas Pooran,11,183.33
2023,RR v DC,Yashasvi Jaiswal,60,193.54
2023,RR v DC,Jos Buttler,79,154.9
2023,RR v DC,Sanju Samson,0,0
2023,RR v DC,Riyan Parag,7,63.63
2023,RR v DC,Shimron Hetmyer,39,185.71
2023,RR v DC,Dhruv Jurel,8,266.66
2023,RR v DC,Prithvi Shaw,0,0
2023,RR v DC,David Warner,65,118.18
2023,RR v DC,Manish Pandey,0,0
2023,RR v DC,Rilee Rossouw,14,116.66
2023,RR v DC,Lalit Yadav,38,158.33
2023,RR v DC,Axar Patel,2,33.33
2023,RR v DC,Rovman Powell,2,100
2023,RR v DC,Abishek Porel,7,77.77
2023,RR v DC,Kuldeep Yadav,3,42.85
2023,RR v DC,Anrich Nortje,0,0
2023,RR v DC,Mukesh Kumar,1,100
2023,MI v CSK,Rohit Sharma,21,161.53
2023,MI v CSK,Ishan Kishan,32,152.38
2023,MI v CSK,Cameron Green,12,109.09
2023,MI v CSK,Suryakumar Yadav,1,50
2023,MI v CSK,Tilak Varma,22,122.22
2023,MI v CSK,Arshad Khan,2,50
2023,MI v CSK,Tim David,31,140.9
2023,MI v CSK,Tristan Stubbs,5,50
2023,MI v CSK,Hrithik Shokeen,18,138.46
2023,MI v CSK,Piyush Chawla,5,83.33
2023,MI v CSK,Devon Conway,0,0
2023,MI v CSK,Ruturaj Gaikwad,40,111.11
2023,MI v CSK,Ajinkya Rahane,61,225.92
2023,MI v CSK,Shivam Dube,28,107.69
2023,MI v CSK,Ambati Rayudu,20,125
2023,GT v KKR,Wriddhiman Saha,17,100
2023,GT v KKR,Shubman Gill,39,125.8
2023,GT v KKR,Sai Sudharsan,53,139.47
2023,GT v KKR,Abhinav Manohar,14,175
2023,GT v KKR,Vijay Shankar,63,262.5
2023,GT v KKR,David Miller,2,66.66
2023,GT v KKR,Rahmanullah Gurbaz,15,125
2023,GT v KKR,Narayan Jagadeesan,6,75
2023,GT v KKR,Venkatesh Iyer,83,207.5
2023,GT v KKR,Nitish Rana,45,155.17
2023,GT v KKR,Rinku Singh,48,228.57
2023,GT v KKR,Andre Russell,1,50
2023,GT v KKR,Sunil Narine,0,0
2023,GT v KKR,Shardul Thakur,0,0
2023,GT v KKR,Umesh Yadav,5,83.33
2023,SRH v PBKS,Prabhsimran Singh,0,0
2023,SRH v PBKS,Shikhar Dhawan,99,150
2023,SRH v PBKS,Matthew Short,1,33.33
2023,SRH v PBKS,Jitesh Sharma,4,44.44
2023,SRH v PBKS,Sam Curran,22,146.66
2023,SRH v PBKS,Sikandar Raza,5,83.33
2023,SRH v PBKS,M Shahrukh Khan,4,133.33
2023,SRH v PBKS,Harpreet Brar,1,50
2023,SRH v PBKS,Rahul Chahar,0,0
2023,SRH v PBKS,Nathan Ellis,0,0
2023,SRH v PBKS,Mohit Rathee,1,50
2023,SRH v PBKS,Harry Brook,13,92.85
2023,SRH v PBKS,Mayank Agarwal,21,105
2023,SRH v PBKS,Rahul Tripathi,74,154.16
2023,SRH v PBKS,Aiden Markram,37,176.19
2023,RCB v LSG,Virat Kohli,61,138.63
2023,RCB v LSG,Faf du Plessis,79,171.73
2023,RCB v LSG,Glenn Maxwell,59,203.44
2023,RCB v LSG,Dinesh Karthik,1,100
2023,RCB v LSG,Kyle Mayers,0,0
2023,RCB v LSG,KL Rahul,18,90
2023,RCB v LSG,Deepak Hooda,9,90
2023,RCB v LSG,Krunal Pandya,0,0
2023,RCB v LSG,Marcus Stoinis,65,216.66
2023,RCB v LSG,Nicholas Pooran,62,326.31
2023,RCB v LSG,Ayush Badoni,30,125
2023,RCB v LSG,Jaydev Unadkat,9,128.57
2023,RCB v LSG,Mark Wood,1,50
2023,RCB v LSG,Ravi Bishnoi,3,150
2023,RCB v LSG,Avesh Khan,0,0
2023,DC v MI,David Warner,51,108.51
2023,DC v MI,Prithvi Shaw,15,150
2023,DC v MI,Manish Pandey,26,144.44
2023,DC v MI,Yash Dhull,2,50
2023,DC v MI,Rovman Powell,4,100
2023,DC v MI,Lalit Yadav,2,50
2023,DC v MI,Axar Patel,54,216
2023,DC v MI,Abishek Porel,1,33.33
2023,DC v MI,Kuldeep Yadav,0,0
2023,DC v MI,Anrich Nortje,5,166.66
2023,DC v MI,Mustafizur Rahman,1,100
2023,DC v MI,Rohit Sharma,65,144.44
2023,DC v MI,Ishan Kishan,31,119.23
2023,DC v MI,Tilak Varma,41,141.37
2023,DC v MI,Suryakumar Yadav,0,0
2023,DC v MI,Tim David,13,118.18
2023,DC v MI,Cameron Green,17,212.5
2023,CSK v RR,Yashasvi Jaiswal,10,125
2023,CSK v RR,Jos Buttler,52,144.44
2023,CSK v RR,Devdutt Padikkal,38,146.15
2023,CSK v RR,Sanju Samson,0,0
2023,CSK v RR,Ravichandran Ashwin,30,136.36
2023,CSK v RR,Shimron Hetmyer,30,166.66
2023,CSK v RR,Dhruv Jurel,4,66.66
2023,CSK v RR,Jason Holder,0,0
2023,CSK v RR,Adam Zampa,1,100
2023,CSK v RR,Ruturaj Gaikwad,8,80
2023,CSK v RR,Devon Conway,50,131.57
2023,CSK v RR,Ajinkya Rahane,31,163.15
2023,CSK v RR,Shivam Dube,8,88.88
2023,CSK v RR,Moeen Ali,7,70
2023,CSK v RR,Ambati Rayudu,1,50
2023,CSK v RR,Ravindra Jadeja,25,166.66
2023,CSK v RR,MS Dhoni,32,188.23
2023,PBKS v GT,Prabhsimran Singh,0,0
2023,PBKS v GT,Shikhar Dhawan,8,100
2023,PBKS v GT,Matthew Short,36,150
2023,PBKS v GT,Bhanuka Rajapaksa,20,76.92
2023,PBKS v GT,Jitesh Sharma,25,108.69
2023,PBKS v GT,Sam Curran,22,100
2023,PBKS v GT,M Shahrukh Khan,22,244.44
2023,PBKS v GT,Harpreet Brar,8,160
2023,PBKS v GT,Rishi Dhawan,1,100
2023,PBKS v GT,Wriddhiman Saha,30,157.89
2023,PBKS v GT,Shubman Gill,67,136.73
2023,PBKS v GT,Sai Sudharsan,19,95
2023,PBKS v GT,Hardik Pandya,8,72.72
2023,PBKS v GT,David Miller,17,94.44
2023,PBKS v GT,Rahul Tewatia,5,250
2023,KKR v SRH,Harry Brook,100,181.81
2023,KKR v SRH,Mayank Agarwal,9,69.23
2023,KKR v SRH,Rahul Tripathi,9,225
2023,KKR v SRH,Aiden Markram,50,192.3
2023,KKR v SRH,Abhishek Sharma,32,188.23
2023,KKR v SRH,Heinrich Klaasen,16,266.66
2023,KKR v SRH,Rahmanullah Gurbaz,0,0
2023,KKR v SRH,Narayan Jagadeesan,36,171.42
2023,KKR v SRH,Venkatesh Iyer,10,90.9
2023,KKR v SRH,Sunil Narine,0,0
2023,KKR v SRH,Nitish Rana,75,182.92
2023,KKR v SRH,Andre Russell,3,50
2023,KKR v SRH,Rinku Singh,58,187.09
2023,KKR v SRH,Shardul Thakur,12,171.42
2023,KKR v SRH,Umesh Yadav,1,100
2023,RCB v DC,Virat Kohli,50,147.05
2023,RCB v DC,Faf du Plessis,22,137.5
2023,RCB v DC,Mahipal Lomror,26,144.44
2023,RCB v DC,Glenn Maxwell,24,171.42
2023,RCB v DC,Harshal Patel,6,150
2023,RCB v DC,Shahbaz Ahmed,20,166.66
2023,RCB v DC,Dinesh Karthik,0,0
2023,RCB v DC,Anuj Rawat,15,68.18
2023,RCB v DC,David Warner,19,146.15
2023,RCB v DC,Prithvi Shaw,0,0
2023,RCB v DC,Mitchell Marsh,0,0
2023,RCB v DC,Yash Dhull,1,25
2023,RCB v DC,Manish Pandey,50,131.57
2023,RCB v DC,Abishek Porel,5,62.5
2023,RCB v DC,Axar Patel,21,150
2023,RCB v DC,Aman Hakim Khan,18,180
2023,RCB v DC,Lalit Yadav,4,57.14
2023,RCB v DC,Anrich Nortje,23,164.28
2023,RCB v DC,Kuldeep Yadav,7,116.66
2023,LSG v PBKS,KL Rahul,74,132.14
2023,LSG v PBKS,Kyle Mayers,29,126.08
2023,LSG v PBKS,Deepak Hooda,2,66.66
2023,LSG v PBKS,Krunal Pandya,18,105.88
2023,LSG v PBKS,Nicholas Pooran,0,0
2023,LSG v PBKS,Marcus Stoinis,15,136.36
2023,LSG v PBKS,Ayush Badoni,5,83.33
2023,LSG v PBKS,Krishnappa Gowtham,1,50
2023,LSG v PBKS,Yudhvir Singh,0,0
2023,LSG v PBKS,Ravi Bishnoi,3,300
2023,LSG v PBKS,Atharva Taide,0,0
2023,LSG v PBKS,Prabhsimran Singh,4,100
2023,LSG v PBKS,Matthew Short,34,154.54
2023,LSG v PBKS,Harpreet Singh,22,100
2023,LSG v PBKS,Sikandar Raza,57,139.02
2023,LSG v PBKS,Sam Curran,6,100
2023,LSG v PBKS,Jitesh Sharma,2,50
2023,LSG v PBKS,M Shahrukh Khan,23,230
2023,LSG v PBKS,Harpreet Brar,6,150
2023,LSG v PBKS,Kagiso Rabada,0,0
2023,MI v KKR,Rahmanullah Gurbaz,8,66.66
2023,MI v KKR,Narayan Jagadeesan,0,0
2023,MI v KKR,Venkatesh Iyer,104,203.92
2023,MI v KKR,Nitish Rana,5,50
2023,MI v KKR,Shardul Thakur,13,118.18
2023,MI v KKR,Rinku Singh,18,100
2023,MI v KKR,Andre Russell,21,190.9
2023,MI v KKR,Sunil Narine,2,100
2023,MI v KKR,Rohit Sharma,20,153.84
2023,MI v KKR,Ishan Kishan,58,232
2023,MI v KKR,Suryakumar Yadav,43,172
2023,MI v KKR,Tilak Varma,30,120
2023,MI v KKR,Tim David,24,184.61
2023,MI v KKR,Nehal Wadhera,6,150
2023,MI v KKR,Cameron Green,1,100
2023,GT v RR,Wriddhiman Saha,4,133.33
2023,GT v RR,Shubman Gill,45,132.35
2023,GT v RR,Sai Sudharsan,20,105.26
2023,GT v RR,Hardik Pandya,28,147.36
2023,GT v RR,David Miller,46,153.33
2023,GT v RR,Abhinav Manohar,27,207.69
2023,GT v RR,Rahul Tewatia,1,100
2023,GT v RR,Rashid Khan,1,100
2023,GT v RR,Alzarri Joseph,0,0
2023,GT v RR,Yashasvi Jaiswal,1,14.28
2023,GT v RR,Jos Buttler,0,0
2023,GT v RR,Devdutt Padikkal,26,104
2023,GT v RR,Sanju Samson,60,187.5
2023,GT v RR,Riyan Parag,5,71.42
2023,GT v RR,Shimron Hetmyer,56,215.38
2023,GT v RR,Dhruv Jurel,18,180
2023,GT v RR,Ravichandran Ashwin,10,333.33
2023,GT v RR,Trent Boult,0,0
2023,RCB v CSK,Ruturaj Gaikwad,3,50
2023,RCB v CSK,Devon Conway,83,184.44
2023,RCB v CSK,Ajinkya Rahane,37,185
2023,RCB v CSK,Shivam Dube,52,192.59
2023,RCB v CSK,Ambati Rayudu,14,233.33
2023,RCB v CSK,Moeen Ali,19,211.11
2023,RCB v CSK,Ravindra Jadeja,10,125
2023,RCB v CSK,MS Dhoni,1,100
2023,RCB v CSK,Virat Kohli,6,150
2023,RCB v CSK,Faf du Plessis,62,187.87
2023,RCB v CSK,Mahipal Lomror,0,0
2023,RCB v CSK,Glenn Maxwell,76,211.11
2023,RCB v CSK,Shahbaz Ahmed,12,120
2023,RCB v CSK,Dinesh Karthik,28,200
2023,RCB v CSK,Suyash Prabhudessai,19,172.72
2023,RCB v CSK,Wayne Parnell,2,40
2023,RCB v CSK,Wanindu Hasaranga,2,100
2023,SRH v MI,Rohit Sharma,28,155.55
2023,SRH v MI,Ishan Kishan,38,122.58
2023,SRH v MI,Cameron Green,64,160
2023,SRH v MI,Suryakumar Yadav,7,233.33
2023,SRH v MI,Tilak Varma,37,217.64
2023,SRH v MI,Tim David,16,145.45
2023,SRH v MI,Harry Brook,9,128.57
2023,SRH v MI,Mayank Agarwal,48,117.07
2023,SRH v MI,Rahul Tripathi,7,140
2023,SRH v MI,Aiden Markram,22,129.41
2023,SRH v MI,Abhishek Sharma,1,50
2023,SRH v MI,Heinrich Klaasen,36,225
2023,SRH v MI,Abdul Samad,9,75
2023,SRH v MI,Marco Jansen,13,216.66
2023,SRH v MI,Washington Sundar,10,166.66
2023,SRH v MI,Bhuvneshwar Kumar,2,40
2023,SRH v MI,Mayank Markande,2,100
2023,RR v LSG,KL Rahul,39,121.87
2023,RR v LSG,Kyle Mayers,51,121.42
2023,RR v LSG,Ayush Badoni,1,25
2023,RR v LSG,Deepak Hooda,2,50
2023,RR v LSG,Marcus Stoinis,21,131.25
2023,RR v LSG,Nicholas Pooran,29,145
2023,RR v LSG,Krunal Pandya,4,200
2023,RR v LSG,Yudhvir Singh,1,100
2023,RR v LSG,Yashasvi Jaiswal,44,125.71
2023,RR v LSG,Jos Buttler,40,97.56
2023,RR v LSG,Sanju Samson,2,50
2023,RR v LSG,Devdutt Padikkal,26,123.8
2023,RR v LSG,Shimron Hetmyer,2,40
2023,RR v LSG,Riyan Parag,15,125
2023,RR v LSG,Dhruv Jurel,0,0
2023,RR v LSG,Ravichandran Ashwin,3,150
2023,PBKS v RCB,Virat Kohli,59,125.53
2023,PBKS v RCB,Faf du Plessis,84,150
2023,PBKS v RCB,Glenn Maxwell,0,0
2023,PBKS v RCB,Dinesh Karthik,7,140
2023,PBKS v RCB,Mahipal Lomror,7,77.77
2023,PBKS v RCB,Shahbaz Ahmed,5,166.66
2023,PBKS v RCB,Atharva Taide,4,200
2023,PBKS v RCB,Prabhsimran Singh,46,153.33
2023,PBKS v RCB,Matthew Short,8,114.28
2023,PBKS v RCB,Liam Livingstone,2,50
2023,PBKS v RCB,Harpreet Singh,13,144.44
2023,PBKS v RCB,Sam Curran,10,83.33
2023,PBKS v RCB,Jitesh Sharma,41,151.85
2023,PBKS v RCB,M Shahrukh Khan,7,140
2023,PBKS v RCB,Harpreet Brar,13,100
2023,PBKS v RCB,Nathan Ellis,1,50
2023,PBKS v RCB,Arshdeep Singh,0,0
2023,DC v KKR,Jason Roy,43,110.25
2023,DC v KKR,Litton Das,4,100
2023,DC v KKR,Venkatesh Iyer,0,0
2023,DC v KKR,Nitish Rana,4,57.14
2023,DC v KKR,Mandeep Singh,12,109.09
2023,DC v KKR,Rinku Singh,6,75
2023,DC v KKR,Sunil Narine,4,66.66
2023,DC v KKR,Andre Russell,38,122.58
2023,DC v KKR,Anukul Roy,0,0
2023,DC v KKR,Umesh Yadav,3,60
2023,DC v KKR,Varun Chakravarthy,1,16.66
2023,DC v KKR,David Warner,57,139.02
2023,DC v KKR,Prithvi Shaw,13,118.18
2023,DC v KKR,Mitchell Marsh,2,22.22
2023,DC v KKR,Phil Salt,5,166.66
2023,DC v KKR,Manish Pandey,21,91.3
2023,DC v KKR,Axar Patel,19,86.36
2023,DC v KKR,Aman Hakim Khan,0,0
2023,DC v KKR,Lalit Yadav,4,57.14
2023,CSK v SRH,Harry Brook,18,138.46
2023,CSK v SRH,Abhishek Sharma,34,130.76
2023,CSK v SRH,Rahul Tripathi,21,100
2023,CSK v SRH,Aiden Markram,12,100
2023,CSK v SRH,Heinrich Klaasen,17,106.25
2023,CSK v SRH,Mayank Agarwal,2,50
2023,CSK v SRH,Marco Jansen,17,77.27
2023,CSK v SRH,Washington Sundar,9,150
2023,CSK v SRH,Ruturaj Gaikwad,35,116.66
2023,CSK v SRH,Devon Conway,77,135.08
2023,CSK v SRH,Ajinkya Rahane,9,90
2023,CSK v SRH,Ambati Rayudu,9,100
2023,CSK v SRH,Moeen Ali,6,100
2023,LSG v GT,Wriddhiman Saha,47,127.02
2023,LSG v GT,Shubman Gill,0,0
2023,LSG v GT,Hardik Pandya,66,132
2023,LSG v GT,Abhinav Manohar,3,60
2023,LSG v GT,Vijay Shankar,10,83.33
2023,LSG v GT,David Miller,6,50
2023,LSG v GT,Rahul Tewatia,2,100
2023,LSG v GT,KL Rahul,68,111.47
2023,LSG v GT,Kyle Mayers,24,126.31
2023,LSG v GT,Krunal Pandya,23,100
2023,LSG v GT,Nicholas Pooran,1,14.28
2023,LSG v GT,Ayush Badoni,8,133.33
2023,LSG v GT,Marcus Stoinis,0,0
2023,LSG v GT,Deepak Hooda,2,100
2023,LSG v GT,Prerak Mankad,0,0
2023,LSG v GT,Ravi Bishnoi,0,0
2023,MI v PBKS,Matthew Short,11,110
2023,MI v PBKS,Prabhsimran Singh,26,152.94
2023,MI v PBKS,Atharva Taide,29,170.58
2023,MI v PBKS,Liam Livingstone,10,83.33
2023,MI v PBKS,Harpreet Singh,41,146.42
2023,MI v PBKS,Sam Curran,55,189.65
2023,MI v PBKS,Jitesh Sharma,25,357.14
2023,MI v PBKS,M Shahrukh Khan,0,0
2023,MI v PBKS,Harpreet Brar,5,250
2023,MI v PBKS,Rohit Sharma,44,162.96
2023,MI v PBKS,Ishan Kishan,1,25
2023,MI v PBKS,Cameron Green,67,155.81
2023,MI v PBKS,Suryakumar Yadav,57,219.23
2023,MI v PBKS,Tim David,25,192.3
2023,MI v PBKS,Tilak Varma,3,75
2023,MI v PBKS,Nehal Wadhera,0,0
2023,MI v PBKS,Jofra Archer,1,50
2023,RCB v RR,Virat Kohli,0,0
2023,RCB v RR,Faf du Plessis,62,158.97
2023,RCB v RR,Shahbaz Ahmed,2,50
2023,RCB v RR,Glenn Maxwell,77,175
2023,RCB v RR,Mahipal Lomror,8,133.33
2023,RCB v RR,Dinesh Karthik,16,123.07
2023,RCB v RR,Suyash Prabhudessai,0,0
2023,RCB v RR,Wanindu Hasaranga,6,85.71
2023,RCB v RR,David Willey,4,200
2023,RCB v RR,Vijaykumar Vyshak,0,0
2023,RCB v RR,Mohammed Siraj,1,100
2023,RCB v RR,Yashasvi Jaiswal,47,127.02
2023,RCB v RR,Jos Buttler,0,0
2023,RCB v RR,Devdutt Padikkal,52,152.94
2023,RCB v RR,Sanju Samson,22,146.66
2023,RCB v RR,Shimron Hetmyer,3,33.33
2023,RCB v RR,Dhruv Jurel,34,212.5
2023,RCB v RR,Ravichandran Ashwin,12,200
2023,RCB v RR,Abdul Basith,1,100
2023,KKR v CSK,Ruturaj Gaikwad,35,175
2023,KKR v CSK,Devon Conway,56,140
2023,KKR v CSK,Ajinkya Rahane,71,244.82
2023,KKR v CSK,Shivam Dube,50,238.09
2023,KKR v CSK,Ravindra Jadeja,18,225
2023,KKR v CSK,MS Dhoni,2,66.66
2023,KKR v CSK,Narayan Jagadeesan,1,33.33
2023,KKR v CSK,Sunil Narine,0,0
2023,KKR v CSK,Venkatesh Iyer,20,100
2023,KKR v CSK,Nitish Rana,27,135
2023,KKR v CSK,Jason Roy,61,234.61
2023,KKR v CSK,Rinku Singh,53,160.6
2023,KKR v CSK,Andre Russell,9,150
2023,KKR v CSK,David Wiese,1,50
2023,KKR v CSK,Umesh Yadav,4,100
2023,KKR v CSK,Varun Chakravarthy,0,0
2023,SRH v DC,David Warner,21,105
2023,SRH v DC,Phil Salt,0,0
2023,SRH v DC,Mitchell Marsh,25,166.66
2023,SRH v DC,Sarfaraz Khan,10,111.11
2023,SRH v DC,Manish Pandey,34,125.92
2023,SRH v DC,Aman Hakim Khan,4,200
2023,SRH v DC,Axar Patel,34,100
2023,SRH v DC,Ripal Patel,5,83.33
2023,SRH v DC,Anrich Nortje,2,100
2023,SRH v DC,Kuldeep Yadav,4,133.33
2023,SRH v DC,Ishant Sharma,1,100
2023,SRH v DC,Harry Brook,7,50
2023,SRH v DC,Mayank Agarwal,49,125.64
2023,SRH v DC,Rahul Tripathi,15,71.42
2023,SRH v DC,Abhishek Sharma,5,100
2023,SRH v DC,Aiden Markram,3,60
