season,match_name,fullName,runs,ballsFaced,strikeRate
2010,DC v KKR,Manoj Tiwary,0,1,0
2010,DC v KKR,Brad Hodge,13,9,144.44
2010,DC v KKR,Sourav Ganguly,0,3,0
2010,DC v KKR,Cheteshwar Pujara,10,16,62.5
2010,DC v KKR,Owais Shah,58,46,126.08
2010,DC v KKR,Angelo Mathews,65,46,141.3
2010,DC v KKR,Adam Gilchrist,54,35,154.28
2010,DC v KKR,VVS Laxman,22,14,157.14
2010,DC v KKR,Herschelle Gibbs,19,24,79.16
2010,DC v KKR,Andrew Symonds,5,9,55.55
2010,DC v KKR,Rohit Sharma,13,12,108.33
2010,DC v KKR,Anirudh Singh,14,14,100
2010,DC v KKR,Tirumalasetti Suman,7,9,77.77
2010,DC v KKR,Chaminda Vaas,0,1,0
2010,DC v KKR,Jaskaran Singh,4,4,100
2010,MI v RR,Sanath Jayasuriya,23,14,164.28
2010,MI v RR,Sachin Tendulkar,17,11,154.54
2010,MI v RR,Aditya Tare,23,13,176.92
2010,MI v RR,Saurabh Tiwary,53,33,160.6
2010,MI v RR,Ambati Rayudu,55,33,166.66
2010,MI v RR,Rajagopal Sathish,6,5,120
2010,MI v RR,Harbhajan Singh,8,6,133.33
2010,MI v RR,Ryan McLaren,11,5,220
2010,MI v RR,Zaheer Khan,0,0,0
2010,MI v RR,Graeme Smith,26,22,118.18
2010,MI v RR,Swapnil Asnodkar,0,0,0
2010,MI v RR,Naman Ojha,12,12,100
2010,MI v RR,Abhishek Jhunjhunwala,14,11,127.27
2010,MI v RR,Yusuf Pathan,100,37,270.27
2010,MI v RR,Paras Dogra,41,29,141.37
2010,MI v RR,Dimitri Mascarenhas,9,7,128.57
2010,MI v RR,Amit Uniyal,0,1,0
2010,MI v RR,Shane Warne,1,1,100
2010,KXIP v DC,Ravi Bopara,56,48,116.66
2010,KXIP v DC,Manvinder  Bisla,2,6,33.33
2010,KXIP v DC,Kumar Sangakkara,17,9,188.88
2010,KXIP v DC,Yuvraj Singh,4,5,80
2010,KXIP v DC,Mahela Jayawardene,0,1,0
2010,KXIP v DC,Irfan Pathan,21,16,131.25
2010,KXIP v DC,Mohammad Kaif,6,6,100
2010,KXIP v DC,Piyush Chawla,5,7,71.42
2010,KXIP v DC,Ramesh Powar,3,7,42.85
2010,KXIP v DC,Sreesanth,15,14,107.14
2010,KXIP v DC,Yusuf Abdulla,0,1,0
2010,KXIP v DC,Gautam Gambhir,72,54,133.33
2010,KXIP v DC,Virender Sehwag,8,6,133.33
2010,KXIP v DC,Tillakaratne Dilshan,0,3,0
2010,KXIP v DC,AB de Villiers,7,13,53.84
2010,KXIP v DC,Dinesh Karthik,20,18,111.11
2010,KXIP v DC,Mithun Manhas,31,24,129.16
2010,KXIP v DC,Farveez Maharoof,1,1,100
2010,KKR v RCB,Jacques Kallis,65,52,125
2010,KKR v RCB,Shreevats Goswami,8,10,80
2010,KKR v RCB,Manish Pandey,0,7,0
2010,KKR v RCB,Virat Kohli,2,5,40
2010,KKR v RCB,Eoin Morgan,10,7,142.85
2010,KKR v RCB,Rahul Dravid,21,16,131.25
